station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,pluie_cumul_0h,pluie_intensite,pluie_intensite_max_1h,uv,uv_index,ensoleillement,temperature_sol,temps_omm,complements,source
STATIC0278,2024-04-13 06:20:00,3.4,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114lat":43.831,"lon":6.962,"batt":36.71},liveobjects
STATIC0278,2024-04-13 12:30:00,22,,,37,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 12:40:00,22.5,,,38,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 12:50:00,22.2,,,37,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 13:00:00,22.2,,,36,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 13:10:00,22,,,37,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 13:20:00,21.8,,,39,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 13:30:00,22.5,,,37,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 13:40:00,22.6,,,39,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 13:50:00,21.8,,,39,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 14:00:00,21.3,,,41,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 14:10:00,21.3,,,39,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 14:20:00,21.6,,,36,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 14:30:00,21.7,,,38,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 14:40:00,21.7,,,39,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 14:50:00,21.1,,,40,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 15:00:00,20.5,,,38,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 15:10:00,20.7,,,39,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 15:20:00,21.5,,,38,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 15:30:00,21.7,,,35,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 15:40:00,20.7,,,37,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 15:50:00,20.3,,,39,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 16:00:00,20,,,39,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 16:10:00,19.9,,,39,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 16:20:00,19,,,42,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 16:30:00,19.2,,,41,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 16:40:00,18.8,,,42,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 16:50:00,19.1,,,42,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.79},liveobjects
STATIC0278,2024-04-13 17:00:00,18.6,,,42,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 17:10:00,18,,,43,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 17:20:00,16.8,,,46,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 17:30:00,16.4,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 17:40:00,15.4,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 17:50:00,14.3,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 18:00:00,13.2,,,60,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 18:10:00,11.8,,,65,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 18:20:00,10.5,,,66,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.77},liveobjects
STATIC0278,2024-04-13 18:30:00,9.1,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.74},liveobjects
STATIC0278,2024-04-13 18:40:00,7.6,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.74},liveobjects
STATIC0278,2024-04-13 18:50:00,6.5,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.74},liveobjects
STATIC0278,2024-04-13 19:00:00,5.5,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.74},liveobjects
STATIC0278,2024-04-13 19:10:00,4.9,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.71},liveobjects
STATIC0278,2024-04-13 19:20:00,4.4,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.71},liveobjects
STATIC0278,2024-04-13 19:30:00,3.8,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.74},liveobjects
STATIC0278,2024-04-13 19:40:00,3.4,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.74},liveobjects
STATIC0278,2024-04-13 19:50:00,2.8,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.71},liveobjects
STATIC0278,2024-04-13 20:00:00,2.5,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.71},liveobjects
STATIC0278,2024-04-13 20:10:00,2.1,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.71},liveobjects
STATIC0278,2024-04-13 20:20:00,2.1,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.71},liveobjects
STATIC0278,2024-04-13 20:30:00,1.9,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.71},liveobjects
STATIC0278,2024-04-13 20:40:00,2,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.71},liveobjects
STATIC0278,2024-04-13 20:50:00,1.3,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.71},liveobjects
STATIC0278,2024-04-13 21:00:00,1.3,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.71},liveobjects
STATIC0278,2024-04-13 21:10:00,0.7,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.71},liveobjects
STATIC0278,2024-04-13 21:20:00,0.5,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.71},liveobjects
STATIC0278,2024-04-13 21:30:00,0.3,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.71},liveobjects
STATIC0278,2024-04-13 21:40:00,0.3,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.71},liveobjects
STATIC0278,2024-04-13 21:50:00,0.1,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.69},liveobjects
STATIC0278,2024-04-13 22:00:00,-0.2,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.69},liveobjects
STATIC0278,2024-04-13 22:10:00,-0.4,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.69},liveobjects
STATIC0278,2024-04-13 22:20:00,-0.3,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.69},liveobjects
STATIC0278,2024-04-13 22:30:00,-0.4,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.69},liveobjects
STATIC0278,2024-04-13 22:40:00,-0.8,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.69},liveobjects
STATIC0278,2024-04-13 22:50:00,-0.8,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.69},liveobjects
STATIC0278,2024-04-13 23:00:00,-1,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.69},liveobjects
STATIC0278,2024-04-13 23:10:00,-1.1,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.69},liveobjects
STATIC0278,2024-04-13 23:20:00,-1.2,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.69},liveobjects
STATIC0278,2024-04-13 23:30:00,-1.4,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.69},liveobjects
STATIC0278,2024-04-13 23:40:00,-1.4,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.69},liveobjects
STATIC0278,2024-04-13 23:50:00,-1.5,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.66},liveobjects
STATIC0278,2024-04-14 00:00:00,-1.9,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.69},liveobjects
STATIC0278,2024-04-14 00:10:00,-1.9,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.69},liveobjects
STATIC0278,2024-04-14 00:20:00,-1.6,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.69},liveobjects
STATIC0278,2024-04-14 00:30:00,-1.9,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.69},liveobjects
STATIC0278,2024-04-14 00:40:00,-1.8,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.69},liveobjects
STATIC0278,2024-04-14 00:50:00,-2,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.66},liveobjects
STATIC0278,2024-04-14 01:00:00,-2.4,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.66},liveobjects
STATIC0278,2024-04-14 01:10:00,-2.1,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.69},liveobjects
STATIC0278,2024-04-14 01:20:00,-2.4,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.66},liveobjects
STATIC0278,2024-04-14 01:30:00,-2.5,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.66},liveobjects
STATIC0278,2024-04-14 01:40:00,-1.9,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.66},liveobjects
STATIC0278,2024-04-14 01:50:00,-2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.66},liveobjects
STATIC0278,2024-04-14 02:00:00,-2.3,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.66},liveobjects
STATIC0278,2024-04-14 02:10:00,-2.3,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.66},liveobjects
STATIC0278,2024-04-14 02:20:00,-2.3,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.66},liveobjects
STATIC0278,2024-04-14 02:30:00,-2.3,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.66},liveobjects
STATIC0278,2024-04-14 02:40:00,-2.7,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.66},liveobjects
STATIC0278,2024-04-14 02:50:00,-3,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":43.831,"lon":6.962,"batt":36.66},liveobjects
STATIC0278,2024-04-14 03:00:00,-2.8,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.66},liveobjects
STATIC0278,2024-04-14 03:10:00,-2.4,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.66},liveobjects
STATIC0278,2024-04-14 03:20:00,-2.7,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":43.831,"lon":6.962,"batt":36.66},liveobjects
STATIC0278,2024-04-14 03:30:00,-3,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.66},liveobjects
STATIC0278,2024-04-14 03:40:00,-3.5,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.63},liveobjects
STATIC0278,2024-04-14 03:50:00,-3.7,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.63},liveobjects
STATIC0278,2024-04-14 04:00:00,-3.9,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":43.831,"lon":6.962,"batt":36.63},liveobjects
STATIC0278,2024-04-14 04:10:00,-3.8,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.63},liveobjects
STATIC0278,2024-04-14 04:20:00,-3.9,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.63},liveobjects
STATIC0278,2024-04-14 04:30:00,-4.1,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.63},liveobjects
STATIC0278,2024-04-14 04:40:00,-4.3,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":43.831,"lon":6.962,"batt":36.63},liveobjects
STATIC0278,2024-04-14 04:50:00,-4.6,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":43.831,"lon":6.962,"batt":36.63},liveobjects
STATIC0278,2024-04-14 05:00:00,-4.3,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.61},liveobjects
STATIC0278,2024-04-14 05:10:00,-3.9,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.63},liveobjects
STATIC0278,2024-04-14 05:20:00,-3.7,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.63},liveobjects
STATIC0278,2024-04-14 05:30:00,-3,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.63},liveobjects
STATIC0278,2024-04-14 05:40:00,-1.6,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.66},liveobjects
STATIC0278,2024-04-14 05:50:00,0.6,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.69},liveobjects
STATIC0278,2024-04-14 06:00:00,2,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.71},liveobjects
STATIC0278,2024-04-14 06:10:00,3.6,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.71},liveobjects
STATIC0278,2024-04-14 06:20:00,5.1,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.71},liveobjects
STATIC0278,2024-04-14 06:30:00,6.6,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.71},liveobjects
STATIC0278,2024-04-14 06:40:00,8.2,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.74},liveobjects
STATIC0278,2024-04-14 06:50:00,9.5,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.74},liveobjects
STATIC0278,2024-04-14 07:00:00,11,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.74},liveobjects
STATIC0278,2024-04-14 07:10:00,12.9,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.74},liveobjects
STATIC0278,2024-04-14 07:20:00,14.4,,,65,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":43.831,"lon":6.962,"batt":36.74},liveobjects
STATIC0278,2024-04-14 07:30:00,16.2,,,60,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.74},liveobjects
STATIC0278,2024-04-14 07:40:00,17.9,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.74},liveobjects
STATIC0278,2024-04-14 07:50:00,18.8,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":43.831,"lon":6.962,"batt":36.74},liveobjects
STATIC0278,2024-04-14 08:00:00,18.9,,,47,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":43.831,"lon":6.962,"batt":36.74},liveobjects
