station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,pluie_cumul_0h,pluie_intensite,pluie_intensite_max_1h,uv,uv_index,ensoleillement,temperature_sol,temps_omm,complements,source
STATIC0192,2024-04-28 20:30:00,5.3,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-28 20:50:00,5.4,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.36706,"lon":5.811882},liveobjects
STATIC0192,2024-04-28 21:00:00,5.3,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.367043,"lon":5.811917},liveobjects
STATIC0192,2024-04-28 21:30:00,5.3,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":46.36702,"lon":5.811958},liveobjects
STATIC0192,2024-04-28 21:50:00,5.2,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-28 22:20:00,5.2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.367004,"lon":5.811983},liveobjects
STATIC0192,2024-04-28 22:40:00,5.3,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-28 22:50:00,5.2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-28 23:10:00,5.3,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.366993,"lon":5.812008},liveobjects
STATIC0192,2024-04-29 00:00:00,5.2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-29 00:10:00,5.2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-29 00:30:00,5.1,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36698,"lon":5.812032},liveobjects
STATIC0192,2024-04-29 01:00:00,5,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.366974,"lon":5.812048},liveobjects
STATIC0192,2024-04-29 01:20:00,5,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-29 01:30:00,5,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-29 01:40:00,5,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.366947,"lon":5.812092},liveobjects
STATIC0192,2024-04-29 01:50:00,5,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.366924,"lon":5.812136},liveobjects
STATIC0192,2024-04-29 02:30:00,5,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-29 03:30:00,5,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-29 03:40:00,5.1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.366905,"lon":5.81217},liveobjects
STATIC0192,2024-04-29 04:00:00,5.1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-29 04:10:00,5,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":46.366886,"lon":5.812203},liveobjects
STATIC0192,2024-04-29 04:30:00,5.1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36687,"lon":5.812237},liveobjects
STATIC0192,2024-04-29 05:20:00,5.4,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-29 05:30:00,5.7,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-29 05:50:00,6.2,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-29 06:10:00,6.7,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36685,"lon":5.812271},liveobjects
STATIC0192,2024-04-29 07:10:00,8.3,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-29 07:20:00,8.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":46.366833,"lon":5.812304},liveobjects
STATIC0192,2024-04-29 08:00:00,9.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-29 08:30:00,10.4,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.366817,"lon":5.812337},liveobjects
STATIC0192,2024-04-29 09:00:00,10.9,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.3668,"lon":5.812371},liveobjects
STATIC0192,2024-04-29 09:40:00,12.8,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-29 10:10:00,13.3,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-29 11:00:00,13.2,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-29 11:10:00,13.5,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.366837,"lon":5.8123},liveobjects
STATIC0192,2024-04-29 12:00:00,14,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.366817,"lon":5.812333},liveobjects
STATIC0192,2024-04-29 12:30:00,15.3,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-29 12:50:00,15.3,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-29 14:30:00,15,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-29 16:50:00,12.4,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-29 17:20:00,12.4,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-29 18:10:00,11.3,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-29 18:20:00,11.1,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-29 18:40:00,10.8,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-29 20:40:00,4.3,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-29 20:50:00,3.9,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-29 21:00:00,3.6,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-29 22:10:00,2.4,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-29 23:00:00,2.9,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-29 23:10:00,2.9,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-29 23:40:00,3,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 00:30:00,4.6,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 00:50:00,5,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 01:00:00,5.2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 01:30:00,5.6,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 01:50:00,6.2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 03:10:00,2.3,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 03:40:00,1.2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 04:10:00,0.7,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 05:00:00,0.4,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 05:30:00,0.6,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 05:40:00,0.7,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 05:50:00,1.2,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 06:20:00,2.3,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 07:40:00,8.3,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 08:30:00,10.9,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 09:00:00,12.6,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 09:20:00,15.1,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 09:50:00,17,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 10:10:00,17.9,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 10:20:00,17.9,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 11:40:00,17.5,,,70,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 13:00:00,17.8,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 15:10:00,16.2,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 15:20:00,16.6,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 15:40:00,17.5,,,70,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 16:00:00,16.8,,,70,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 16:10:00,16.7,,,70,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 16:40:00,15.7,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 16:50:00,15.8,,,72,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 17:20:00,15.8,,,72,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 17:30:00,15.4,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 18:00:00,14.4,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 18:20:00,13.4,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 18:30:00,12.5,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 19:00:00,9.7,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 19:50:00,6.4,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 20:00:00,6,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 20:10:00,5.6,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 20:20:00,5.2,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 21:00:00,3.9,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 21:30:00,3.4,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 22:00:00,3,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 22:30:00,3,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 22:40:00,3.1,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 23:10:00,3.1,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-04-30 23:50:00,2.7,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 00:00:00,2.4,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 00:30:00,2.3,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 00:50:00,2,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 01:00:00,2,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 01:10:00,1.9,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 01:20:00,1.8,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 01:50:00,2.8,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 02:10:00,4.9,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 02:20:00,5.4,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 02:50:00,6,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 03:00:00,5.7,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 03:20:00,5.5,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 03:30:00,5.7,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 03:40:00,5.7,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 03:50:00,5.8,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 04:00:00,5.8,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 04:10:00,6,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 04:20:00,6.1,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 04:30:00,6.2,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 04:50:00,6.5,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 05:20:00,6.7,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 05:30:00,6.8,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 05:50:00,7.1,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 06:10:00,7.5,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 06:30:00,8,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 06:40:00,8.2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 06:50:00,8.5,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 07:00:00,8.7,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 07:10:00,8.8,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 07:20:00,9,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 07:50:00,9.8,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 08:00:00,10,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 08:10:00,10.4,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 08:50:00,11.3,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 09:20:00,12.1,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 09:30:00,12.7,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 09:40:00,13.1,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 09:50:00,13.6,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 10:00:00,14.2,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 10:10:00,14.9,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 10:50:00,16.7,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 11:10:00,18.1,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 11:30:00,18.5,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 11:50:00,18.7,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 12:10:00,18.3,,,70,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 12:30:00,18.7,,,70,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 12:40:00,18.6,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 12:50:00,18.3,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 13:10:00,17.7,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 13:30:00,17,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 13:50:00,16.3,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 14:10:00,15.8,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 14:30:00,15.5,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 15:10:00,14.8,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 15:50:00,14.4,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 16:30:00,13.7,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 17:00:00,13.6,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 17:10:00,13.4,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 17:40:00,13,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 18:10:00,12.5,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 18:50:00,11,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 19:00:00,10.4,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 19:50:00,8.8,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 21:40:00,11.1,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 22:10:00,11,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 22:30:00,10.8,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 22:50:00,10.3,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 23:10:00,10.1,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-01 23:50:00,9.9,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-02 00:00:00,9.8,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-02 00:10:00,9.9,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-02 00:30:00,9.8,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-02 00:50:00,9.7,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-02 01:10:00,9.5,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-02 01:20:00,9.5,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-02 01:30:00,9.3,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-02 02:10:00,9,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-02 03:10:00,8.6,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-02 03:40:00,8.6,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-02 04:00:00,8.6,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-02 04:10:00,8.6,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-02 04:20:00,8.6,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-05-02 04:30:00,8.6,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null},liveobjects
