station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,pluie_cumul_0h,pluie_intensite,pluie_intensite_max_1h,uv,uv_index,ensoleillement,temperature_sol,temps_omm,complements,source
STATIC0192,2024-01-26 23:20:00,2.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.369675,"lon":5.807032},liveobjects
STATIC0192,2024-01-26 23:40:00,2.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.369854,"lon":5.806703},liveobjects
STATIC0192,2024-01-26 23:50:00,2.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.37003,"lon":5.80638},liveobjects
STATIC0192,2024-01-27 00:10:00,1.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":46.3702,"lon":5.806064},liveobjects
STATIC0192,2024-01-27 00:20:00,1.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":46.3704,"lon":5.805694},liveobjects
STATIC0192,2024-01-27 00:40:00,1.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-27 01:30:00,0.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-27 01:40:00,0.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-27 02:00:00,0.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.37027,"lon":5.805933},liveobjects
STATIC0192,2024-01-27 02:50:00,0.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.37043,"lon":5.805637},liveobjects
STATIC0192,2024-01-27 03:00:00,0.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.370586,"lon":5.805347},liveobjects
STATIC0192,2024-01-27 03:20:00,0.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":46.37046,"lon":5.805583},liveobjects
STATIC0192,2024-01-27 03:40:00,0.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-27 03:50:00,0.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-27 04:10:00,-0.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.370335,"lon":5.805814},liveobjects
STATIC0192,2024-01-27 04:40:00,-0.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-27 05:10:00,-0.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.370487,"lon":5.805531},liveobjects
STATIC0192,2024-01-27 05:30:00,-0.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-27 05:40:00,-0.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-27 06:00:00,-1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.370365,"lon":5.805758},liveobjects
STATIC0192,2024-01-27 06:50:00,-1.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-27 07:00:00,-1.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-27 07:20:00,-2.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.370243,"lon":5.805981},liveobjects
STATIC0192,2024-01-27 07:50:00,-2.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-27 08:00:00,-2.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.370125,"lon":5.806199},liveobjects
STATIC0192,2024-01-27 08:10:00,-2.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-27 08:20:00,-2.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-27 08:40:00,-3.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.37001,"lon":5.806414},liveobjects
STATIC0192,2024-01-27 09:00:00,-3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.370037,"lon":5.806363},liveobjects
STATIC0192,2024-01-27 10:00:00,-2.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-27 10:30:00,-1.7,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":46.37015,"lon":5.806147},liveobjects
STATIC0192,2024-01-27 10:50:00,-0.6,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-27 11:00:00,-0.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-27 11:20:00,0.7,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":46.37026,"lon":5.805952},liveobjects
STATIC0192,2024-01-27 11:40:00,2.5,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-27 12:10:00,4.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":46.370396,"lon":5.805699},liveobjects
STATIC0192,2024-01-27 13:00:00,6.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.37053,"lon":5.805452},liveobjects
STATIC0192,2024-01-27 13:20:00,7.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-27 13:40:00,7.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-27 13:50:00,7.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.37042,"lon":5.805652},liveobjects
STATIC0192,2024-01-27 14:00:00,7.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.370552,"lon":5.805409},liveobjects
STATIC0192,2024-01-27 14:50:00,8.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-27 15:20:00,7.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-27 15:50:00,3.6,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-27 16:10:00,2.2,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-27 16:30:00,1.2,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.3704,"lon":5.80569},liveobjects
STATIC0192,2024-01-27 16:40:00,0.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-27 17:00:00,-0.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.370525,"lon":5.805453},liveobjects
STATIC0192,2024-01-27 17:50:00,-0.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-27 18:00:00,-0.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-27 18:50:00,-0.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.37065,"lon":5.805221},liveobjects
STATIC0192,2024-01-27 19:20:00,-1.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.370514,"lon":5.805473},liveobjects
STATIC0192,2024-01-27 19:50:00,-2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-27 20:50:00,-3.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-27 21:40:00,-4.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":46.370636,"lon":5.805249},liveobjects
STATIC0192,2024-01-27 22:10:00,-4.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.370537,"lon":5.805433},liveobjects
STATIC0192,2024-01-27 22:30:00,-4.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-27 22:40:00,-5.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":46.370655,"lon":5.805213},liveobjects
STATIC0192,2024-01-27 22:50:00,-5.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":46.370556,"lon":5.805395},liveobjects
STATIC0192,2024-01-27 23:10:00,-5.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":46.37046,"lon":5.805574},liveobjects
STATIC0192,2024-01-28 00:00:00,-6.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 00:30:00,-6.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":46.370365,"lon":5.80575},liveobjects
STATIC0192,2024-01-28 00:50:00,-6.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.37027,"lon":5.805924},liveobjects
STATIC0192,2024-01-28 01:20:00,-6.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.370083,"lon":5.806274},liveobjects
STATIC0192,2024-01-28 02:40:00,-7.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 02:50:00,-7.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 03:30:00,-7.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 03:40:00,-7.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":46.369965,"lon":5.80649},liveobjects
STATIC0192,2024-01-28 03:50:00,-7.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 04:00:00,-7.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36988,"lon":5.806647},liveobjects
STATIC0192,2024-01-28 04:30:00,-7.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 04:40:00,-7.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 05:00:00,-7.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.369774,"lon":5.806841},liveobjects
STATIC0192,2024-01-28 05:30:00,-7.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.369694,"lon":5.806991},liveobjects
STATIC0192,2024-01-28 05:50:00,-7.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":46.36971,"lon":5.806963},liveobjects
STATIC0192,2024-01-28 06:00:00,-7.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.369656,"lon":5.807061},liveobjects
STATIC0192,2024-01-28 06:10:00,-7.6,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":46.369865,"lon":5.806671},liveobjects
STATIC0192,2024-01-28 06:20:00,-7.7,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.36979,"lon":5.806814},liveobjects
STATIC0192,2024-01-28 06:30:00,-7.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 06:40:00,-7.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.369637,"lon":5.807095},liveobjects
STATIC0192,2024-01-28 06:50:00,-7.7,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":46.36956,"lon":5.807232},liveobjects
STATIC0192,2024-01-28 07:00:00,-7.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.369488,"lon":5.807368},liveobjects
STATIC0192,2024-01-28 07:10:00,-7.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":46.369694,"lon":5.806992},liveobjects
STATIC0192,2024-01-28 07:20:00,-7.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":46.36955,"lon":5.80726},liveobjects
STATIC0192,2024-01-28 07:30:00,-7.7,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 07:40:00,-7.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 07:50:00,-7.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 08:00:00,-7.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 08:10:00,-7.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":46.369476,"lon":5.807391},liveobjects
STATIC0192,2024-01-28 08:20:00,-7.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 08:30:00,-6.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 08:50:00,-6.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 09:00:00,-6.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.369408,"lon":5.807521},liveobjects
STATIC0192,2024-01-28 09:10:00,-6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":46.369335,"lon":5.80765},liveobjects
STATIC0192,2024-01-28 09:20:00,-5.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":46.369198,"lon":5.807908},liveobjects
STATIC0192,2024-01-28 09:30:00,-5.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.369133,"lon":5.808029},liveobjects
STATIC0192,2024-01-28 09:40:00,-5.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 09:50:00,-4.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.369003,"lon":5.808268},liveobjects
STATIC0192,2024-01-28 10:00:00,-4.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 10:20:00,-2.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36894,"lon":5.808386},liveobjects
STATIC0192,2024-01-28 10:30:00,-2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-94,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 10:40:00,-1.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 10:50:00,-0.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 11:00:00,-0.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":46.369038,"lon":5.808208},liveobjects
STATIC0192,2024-01-28 11:10:00,0.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":46.36891,"lon":5.808439},liveobjects
STATIC0192,2024-01-28 11:20:00,1.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":46.36885,"lon":5.808553},liveobjects
STATIC0192,2024-01-28 11:30:00,1.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 11:40:00,2.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.368942,"lon":5.808379},liveobjects
STATIC0192,2024-01-28 12:00:00,3.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 12:10:00,4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.36882,"lon":5.808603},liveobjects
STATIC0192,2024-01-28 12:20:00,4.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 12:30:00,5.3,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.36876,"lon":5.808722},liveobjects
STATIC0192,2024-01-28 12:40:00,6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.368694,"lon":5.808837},liveobjects
STATIC0192,2024-01-28 13:00:00,7.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.368576,"lon":5.809058},liveobjects
STATIC0192,2024-01-28 13:20:00,8.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 13:40:00,9,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 14:00:00,9.6,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 14:20:00,9.4,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 14:50:00,9.2,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 15:00:00,9.2,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 15:20:00,9.2,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.368668,"lon":5.808893},liveobjects
STATIC0192,2024-01-28 15:40:00,8.3,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36861,"lon":5.808995},liveobjects
STATIC0192,2024-01-28 16:00:00,6.9,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.368584,"lon":5.809047},liveobjects
STATIC0192,2024-01-28 16:20:00,6.6,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.368504,"lon":5.809196},liveobjects
STATIC0192,2024-01-28 16:30:00,5.7,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36845,"lon":5.809294},liveobjects
STATIC0192,2024-01-28 16:40:00,4.3,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.368538,"lon":5.809135},liveobjects
STATIC0192,2024-01-28 17:00:00,2.3,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 17:10:00,1.7,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.36862,"lon":5.808978},liveobjects
STATIC0192,2024-01-28 17:20:00,1.1,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.368706,"lon":5.808822},liveobjects
STATIC0192,2024-01-28 17:40:00,0.1,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.368652,"lon":5.808919},liveobjects
STATIC0192,2024-01-28 17:50:00,-0.3,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":46.36855,"lon":5.809111},liveobjects
STATIC0192,2024-01-28 18:00:00,-0.5,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 18:20:00,-0.9,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.3685,"lon":5.809205},liveobjects
STATIC0192,2024-01-28 18:30:00,-0.9,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 18:40:00,-1.1,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.36858,"lon":5.809052},liveobjects
STATIC0192,2024-01-28 19:00:00,-1.3,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36853,"lon":5.809146},liveobjects
STATIC0192,2024-01-28 19:20:00,-1.3,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 19:40:00,-1.4,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.36848,"lon":5.809239},liveobjects
STATIC0192,2024-01-28 20:00:00,-1.5,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36843,"lon":5.809331},liveobjects
STATIC0192,2024-01-28 20:10:00,-1.6,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36838,"lon":5.809423},liveobjects
STATIC0192,2024-01-28 20:30:00,-1.8,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 20:40:00,-1.9,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.368366,"lon":5.80945},liveobjects
STATIC0192,2024-01-28 20:50:00,-2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":46.368317,"lon":5.809539},liveobjects
STATIC0192,2024-01-28 21:00:00,-2.1,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36827,"lon":5.809627},liveobjects
STATIC0192,2024-01-28 21:30:00,-2.6,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 22:30:00,-3.3,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 22:40:00,-3.6,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36822,"lon":5.809715},liveobjects
STATIC0192,2024-01-28 23:00:00,-4,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.368176,"lon":5.809802},liveobjects
STATIC0192,2024-01-28 23:30:00,-4.3,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-28 23:40:00,-4.4,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36826,"lon":5.809646},liveobjects
STATIC0192,2024-01-28 23:50:00,-4.5,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.368416,"lon":5.809357},liveobjects
STATIC0192,2024-01-29 00:10:00,-4.5,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36837,"lon":5.809443},liveobjects
STATIC0192,2024-01-29 00:20:00,-4.6,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":46.368446,"lon":5.809301},liveobjects
STATIC0192,2024-01-29 00:40:00,-4.4,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-29 01:00:00,-4.5,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-29 01:30:00,-4.7,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-29 01:50:00,-4.8,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":46.368412,"lon":5.809363},liveobjects
STATIC0192,2024-01-29 02:20:00,-5,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-29 02:40:00,-5,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":46.36849,"lon":5.809223},liveobjects
STATIC0192,2024-01-29 02:50:00,-5.1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":46.368443,"lon":5.809308},liveobjects
STATIC0192,2024-01-29 03:00:00,-5.2,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-29 03:10:00,-5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.368397,"lon":5.809392},liveobjects
STATIC0192,2024-01-29 03:30:00,-4.6,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-29 03:40:00,-4.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-29 03:50:00,-4.3,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36835,"lon":5.809475},liveobjects
STATIC0192,2024-01-29 04:10:00,-3.9,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.36831,"lon":5.809558},liveobjects
STATIC0192,2024-01-29 04:30:00,-3.9,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":46.368282,"lon":5.809606},liveobjects
STATIC0192,2024-01-29 04:50:00,-3.9,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-29 05:00:00,-3.9,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-29 05:10:00,-4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-29 05:20:00,-4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":46.36824,"lon":5.809686},liveobjects
STATIC0192,2024-01-29 05:30:00,-4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.3682,"lon":5.809764},liveobjects
STATIC0192,2024-01-29 05:50:00,-4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":46.36827,"lon":5.809631},liveobjects
