station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,pluie_cumul_0h,pluie_intensite,pluie_intensite_max_1h,uv,uv_index,ensoleillement,temperature_sol,temps_omm,complements,source
STATIC0192,2023-08-22 08:00:00,18.1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115lat":46.501156,"lon":5.924674},liveobjects
STATIC0192,2023-08-22 17:00:00,29.9,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.492455,"lon":5.918849},liveobjects
STATIC0192,2023-08-22 17:10:00,30,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.49187,"lon":5.918287},liveobjects
STATIC0192,2023-08-22 17:20:00,29.7,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-22 18:00:00,27.2,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.491547,"lon":5.918071},liveobjects
STATIC0192,2023-08-22 18:10:00,25,,,59,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.491226,"lon":5.917856},liveobjects
STATIC0192,2023-08-22 18:20:00,23.4,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-22 18:40:00,21,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.490906,"lon":5.917643},liveobjects
STATIC0192,2023-08-22 19:10:00,18.5,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.490585,"lon":5.91743},liveobjects
STATIC0192,2023-08-22 19:20:00,17.9,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":46.49027,"lon":5.917218},liveobjects
STATIC0192,2023-08-22 19:40:00,16.8,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-22 19:50:00,16.3,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-22 20:00:00,15.9,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.48908,"lon":5.916263},liveobjects
STATIC0192,2023-08-22 20:10:00,15.6,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.48877,"lon":5.916056},liveobjects
STATIC0192,2023-08-22 20:20:00,15.3,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.48846,"lon":5.915851},liveobjects
STATIC0192,2023-08-22 20:30:00,15.1,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.48785,"lon":5.915443},liveobjects
STATIC0192,2023-08-22 20:40:00,15.1,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-22 20:50:00,14.9,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.487545,"lon":5.91524},liveobjects
STATIC0192,2023-08-22 21:00:00,14.8,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.487244,"lon":5.915038},liveobjects
STATIC0192,2023-08-22 21:10:00,14.6,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.486942,"lon":5.914837},liveobjects
STATIC0192,2023-08-22 21:20:00,14.3,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.486645,"lon":5.914637},liveobjects
STATIC0192,2023-08-22 21:30:00,14.1,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":46.486343,"lon":5.914439},liveobjects
STATIC0192,2023-08-22 21:40:00,13.8,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.486046,"lon":5.914241},liveobjects
STATIC0192,2023-08-22 22:00:00,13.3,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.485752,"lon":5.914043},liveobjects
STATIC0192,2023-08-22 22:10:00,13.2,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.48546,"lon":5.913847},liveobjects
STATIC0192,2023-08-22 22:20:00,13,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-22 22:30:00,12.7,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.485165,"lon":5.913652},liveobjects
STATIC0192,2023-08-22 22:40:00,12.5,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-22 22:50:00,12.4,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.484875,"lon":5.913457},liveobjects
STATIC0192,2023-08-22 23:00:00,12.2,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.484295,"lon":5.913071},liveobjects
STATIC0192,2023-08-22 23:10:00,12.2,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-22 23:20:00,12.1,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":46.48372,"lon":5.912689},liveobjects
STATIC0192,2023-08-22 23:30:00,11.9,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.483437,"lon":5.912499},liveobjects
STATIC0192,2023-08-22 23:40:00,11.7,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-22 23:50:00,11.5,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.48315,"lon":5.912309},liveobjects
STATIC0192,2023-08-23 00:00:00,11.4,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.48259,"lon":5.911934},liveobjects
STATIC0192,2023-08-23 00:10:00,11.3,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.482307,"lon":5.911747},liveobjects
STATIC0192,2023-08-23 00:30:00,11.1,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.48126,"lon":5.910898},liveobjects
STATIC0192,2023-08-23 00:50:00,10.8,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-23 01:00:00,10.7,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.480713,"lon":5.910535},liveobjects
STATIC0192,2023-08-23 01:10:00,10.6,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-23 01:20:00,10.5,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-23 01:30:00,10.4,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-23 01:40:00,10.4,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.480442,"lon":5.910354},liveobjects
STATIC0192,2023-08-23 01:50:00,10.3,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.48017,"lon":5.910174},liveobjects
STATIC0192,2023-08-23 02:00:00,10.2,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.47913,"lon":5.909417},liveobjects
STATIC0192,2023-08-23 02:10:00,10,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.47866,"lon":5.908952},liveobjects
STATIC0192,2023-08-23 02:20:00,10.1,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.478397,"lon":5.908778},liveobjects
STATIC0192,2023-08-23 02:30:00,10,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.478138,"lon":5.908604},liveobjects
STATIC0192,2023-08-23 02:40:00,10,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-23 02:50:00,9.8,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-23 03:00:00,9.8,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.47788,"lon":5.908432},liveobjects
STATIC0192,2023-08-23 03:20:00,9.7,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-23 03:30:00,9.7,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.476665,"lon":5.907451},liveobjects
STATIC0192,2023-08-23 03:40:00,9.6,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":46.47616,"lon":5.907116},liveobjects
STATIC0192,2023-08-23 03:50:00,9.6,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.475655,"lon":5.906784},liveobjects
STATIC0192,2023-08-23 04:20:00,9.4,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.47522,"lon":5.906344},liveobjects
STATIC0192,2023-08-23 04:50:00,9.2,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.474316,"lon":5.905543},liveobjects
STATIC0192,2023-08-23 05:20:00,9.4,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":46.47407,"lon":5.905383},liveobjects
STATIC0192,2023-08-23 05:40:00,9.8,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.47383,"lon":5.905223},liveobjects
STATIC0192,2023-08-23 06:00:00,10.3,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.472996,"lon":5.904358},liveobjects
STATIC0192,2023-08-23 06:10:00,10.6,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-23 07:00:00,12.2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.47276,"lon":5.904202},liveobjects
STATIC0192,2023-08-23 07:50:00,17.1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.47185,"lon":5.903518},liveobjects
STATIC0192,2023-08-23 08:50:00,21.3,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.471622,"lon":5.903365},liveobjects
STATIC0192,2023-08-23 10:30:00,29.9,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":46.47139,"lon":5.903213},liveobjects
STATIC0192,2023-08-23 11:00:00,30.7,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.471157,"lon":5.903062},liveobjects
STATIC0192,2023-08-23 11:20:00,30.8,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.47093,"lon":5.902911},liveobjects
STATIC0192,2023-08-23 12:20:00,31.7,,,51,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.4707,"lon":5.902761},liveobjects
STATIC0192,2023-08-23 12:40:00,31.7,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.47047,"lon":5.902611},liveobjects
STATIC0192,2023-08-23 15:00:00,30.3,,,53,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.47024,"lon":5.902462},liveobjects
STATIC0192,2023-08-23 15:50:00,30.1,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.470016,"lon":5.902314},liveobjects
STATIC0192,2023-08-23 16:20:00,29.3,,,53,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.46979,"lon":5.902166},liveobjects
STATIC0192,2023-08-23 16:40:00,28.8,,,53,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.469566,"lon":5.902019},liveobjects
STATIC0192,2023-08-23 16:50:00,28.5,,,54,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-23 17:40:00,24.2,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.46934,"lon":5.901872},liveobjects
STATIC0192,2023-08-23 18:00:00,22.1,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.46912,"lon":5.901726},liveobjects
STATIC0192,2023-08-23 18:10:00,21.3,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.4689,"lon":5.901581},liveobjects
STATIC0192,2023-08-23 18:40:00,19.4,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.468678,"lon":5.901436},liveobjects
STATIC0192,2023-08-23 19:40:00,15.9,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.468456,"lon":5.901291},liveobjects
STATIC0192,2023-08-23 19:50:00,15.5,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-23 20:00:00,15.1,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-23 21:40:00,12.7,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.46824,"lon":5.901148},liveobjects
STATIC0192,2023-08-23 22:30:00,11.8,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.46802,"lon":5.901005},liveobjects
STATIC0192,2023-08-23 23:50:00,10.5,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-24 00:20:00,10.3,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-24 00:40:00,10.2,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.467857,"lon":5.900758},liveobjects
STATIC0192,2023-08-24 00:50:00,10.1,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":46.46764,"lon":5.900616},liveobjects
STATIC0192,2023-08-24 01:00:00,10,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.467422,"lon":5.900475},liveobjects
STATIC0192,2023-08-24 02:00:00,9.4,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.46721,"lon":5.900334},liveobjects
STATIC0192,2023-08-24 02:10:00,9.3,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.466995,"lon":5.900194},liveobjects
STATIC0192,2023-08-24 02:20:00,9.2,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.46678,"lon":5.900054},liveobjects
STATIC0192,2023-08-24 02:40:00,9.1,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-24 03:30:00,8.5,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.466568,"lon":5.899915},liveobjects
STATIC0192,2023-08-24 03:50:00,8.4,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.46636,"lon":5.899776},liveobjects
STATIC0192,2023-08-24 04:20:00,8.2,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.466145,"lon":5.899638},liveobjects
STATIC0192,2023-08-24 04:30:00,8.2,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.465935,"lon":5.899501},liveobjects
STATIC0192,2023-08-24 04:40:00,8.1,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.46578,"lon":5.899262},liveobjects
STATIC0192,2023-08-24 04:50:00,8,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.465572,"lon":5.899126},liveobjects
STATIC0192,2023-08-24 06:10:00,9.6,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.465363,"lon":5.89899},liveobjects
STATIC0192,2023-08-24 07:00:00,11.8,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.465157,"lon":5.898855},liveobjects
STATIC0192,2023-08-24 07:10:00,12.6,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.46495,"lon":5.89872},liveobjects
STATIC0192,2023-08-24 07:20:00,13.4,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.464798,"lon":5.898485},liveobjects
STATIC0192,2023-08-24 08:20:00,18.4,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.46409,"lon":5.89776},liveobjects
STATIC0192,2023-08-24 09:10:00,26.5,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-24 10:10:00,30.4,,,60,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.463886,"lon":5.897629},liveobjects
STATIC0192,2023-08-24 10:30:00,31,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-24 12:20:00,33.2,,,44,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-24 13:00:00,33.7,,,43,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.463684,"lon":5.897498},liveobjects
STATIC0192,2023-08-24 13:10:00,33.8,,,42,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-24 13:20:00,33.7,,,41,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-24 13:40:00,33.7,,,40,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.463486,"lon":5.897368},liveobjects
STATIC0192,2023-08-24 14:10:00,33.3,,,39,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.463284,"lon":5.897238},liveobjects
STATIC0192,2023-08-24 16:20:00,26,,,55,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-24 16:50:00,24.2,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.463085,"lon":5.897109},liveobjects
STATIC0192,2023-08-24 18:30:00,21.7,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.462887,"lon":5.89698},liveobjects
STATIC0192,2023-08-24 19:50:00,16.3,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":46.46269,"lon":5.896852},liveobjects
STATIC0192,2023-08-24 20:00:00,16,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.4621,"lon":5.896469},liveobjects
STATIC0192,2023-08-24 20:20:00,15.5,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.461906,"lon":5.896343},liveobjects
STATIC0192,2023-08-24 21:30:00,14.2,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.46171,"lon":5.896217},liveobjects
STATIC0192,2023-08-24 21:40:00,14.1,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.461517,"lon":5.896092},liveobjects
STATIC0192,2023-08-24 21:50:00,14.2,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.461327,"lon":5.895967},liveobjects
STATIC0192,2023-08-24 22:00:00,14.2,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.461132,"lon":5.895842},liveobjects
STATIC0192,2023-08-24 22:10:00,14.3,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-24 22:50:00,15.6,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.46094,"lon":5.895718},liveobjects
STATIC0192,2023-08-24 23:10:00,16,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.46075,"lon":5.895594},liveobjects
STATIC0192,2023-08-24 23:40:00,18.6,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.460564,"lon":5.895471},liveobjects
STATIC0192,2023-08-24 23:50:00,19.5,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.460373,"lon":5.895348},liveobjects
STATIC0192,2023-08-25 00:20:00,21,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.459995,"lon":5.895104},liveobjects
STATIC0192,2023-08-25 00:40:00,21.5,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-25 01:40:00,17.9,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.45981,"lon":5.894983},liveobjects
STATIC0192,2023-08-25 02:00:00,16.5,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.45962,"lon":5.894862},liveobjects
STATIC0192,2023-08-25 02:20:00,15.5,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.458946,"lon":5.894264},liveobjects
STATIC0192,2023-08-25 03:00:00,15.2,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-25 03:20:00,14.9,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2023-08-28 12:20:00,11.8,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
