station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,pluie_cumul_0h,pluie_intensite,pluie_intensite_max_1h,uv,uv_index,ensoleillement,temperature_sol,temps_omm,complements,source
STATIC0312,2024-08-23 15:50:00,30.7,,,37,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103lat":null,"lon":null,"batt":30.49},liveobjects
STATIC0312,2024-08-23 18:20:00,24.9,,,45,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":30.47},liveobjects
STATIC0312,2024-08-23 18:30:00,24.5,,,44,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":30.48},liveobjects
STATIC0312,2024-08-23 18:40:00,24.1,,,45,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":30.45},liveobjects
STATIC0312,2024-08-23 18:50:00,23.8,,,45,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":30.46},liveobjects
STATIC0312,2024-08-23 19:00:00,23.7,,,44,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":30.48},liveobjects
STATIC0312,2024-08-23 19:10:00,23.4,,,43,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":30.45},liveobjects
STATIC0312,2024-08-23 19:20:00,23.2,,,43,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":null,"lon":null,"batt":30.47},liveobjects
STATIC0312,2024-08-23 19:30:00,23.1,,,42,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":30.44},liveobjects
STATIC0312,2024-08-23 19:40:00,23.1,,,43,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":30.45},liveobjects
STATIC0312,2024-08-23 19:50:00,22.9,,,44,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":30.47},liveobjects
STATIC0312,2024-08-23 20:00:00,22.8,,,45,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":30.46},liveobjects
STATIC0312,2024-08-23 20:10:00,22.6,,,46,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":30.46},liveobjects
STATIC0312,2024-08-23 20:20:00,22.5,,,46,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":30.46},liveobjects
STATIC0312,2024-08-23 20:30:00,22.4,,,47,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":30.46},liveobjects
STATIC0312,2024-08-23 20:40:00,22.2,,,51,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":30.45},liveobjects
STATIC0312,2024-08-23 20:50:00,22,,,51,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":30.46},liveobjects
STATIC0312,2024-08-23 21:00:00,22.1,,,50,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":30.46},liveobjects
STATIC0312,2024-08-23 21:10:00,22.1,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":30.45},liveobjects
STATIC0312,2024-08-23 21:20:00,22.2,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.45},liveobjects
STATIC0312,2024-08-23 21:30:00,22.4,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":30.46},liveobjects
STATIC0312,2024-08-23 21:40:00,22.5,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":30.45},liveobjects
STATIC0312,2024-08-23 21:50:00,22.6,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":30.46},liveobjects
STATIC0312,2024-08-23 22:00:00,22.7,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":30.44},liveobjects
STATIC0312,2024-08-23 22:10:00,22.7,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.44},liveobjects
STATIC0312,2024-08-23 22:20:00,22.5,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":30.46},liveobjects
STATIC0312,2024-08-23 22:30:00,22.4,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":30.43},liveobjects
STATIC0312,2024-08-23 22:40:00,22.4,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.44},liveobjects
STATIC0312,2024-08-23 22:50:00,22.5,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":30.44},liveobjects
STATIC0312,2024-08-23 23:00:00,22.6,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.44},liveobjects
STATIC0312,2024-08-23 23:10:00,22.7,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.45},liveobjects
STATIC0312,2024-08-23 23:20:00,22.6,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.46},liveobjects
STATIC0312,2024-08-23 23:30:00,22.5,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":30.46},liveobjects
STATIC0312,2024-08-23 23:40:00,22.5,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.45},liveobjects
STATIC0312,2024-08-23 23:50:00,22.6,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.45},liveobjects
STATIC0312,2024-08-24 00:00:00,22.4,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.44},liveobjects
STATIC0312,2024-08-24 00:10:00,22,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":30.43},liveobjects
STATIC0312,2024-08-24 00:20:00,20.9,,,64,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.44},liveobjects
STATIC0312,2024-08-24 00:30:00,19.8,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.44},liveobjects
STATIC0312,2024-08-24 00:40:00,19.8,,,64,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":30.43},liveobjects
STATIC0312,2024-08-24 00:50:00,19.9,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.44},liveobjects
STATIC0312,2024-08-24 01:00:00,19.8,,,60,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":30.43},liveobjects
STATIC0312,2024-08-24 01:10:00,19.7,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":30.43},liveobjects
STATIC0312,2024-08-24 01:20:00,19.5,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.43},liveobjects
STATIC0312,2024-08-24 01:30:00,19.7,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.42},liveobjects
STATIC0312,2024-08-24 01:40:00,19.8,,,54,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.43},liveobjects
STATIC0312,2024-08-24 01:50:00,20,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.44},liveobjects
STATIC0312,2024-08-24 02:00:00,20.1,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.43},liveobjects
STATIC0312,2024-08-24 02:10:00,20.5,,,46,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":30.43},liveobjects
STATIC0312,2024-08-24 02:20:00,20.5,,,46,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.43},liveobjects
STATIC0312,2024-08-24 02:30:00,20.6,,,45,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.43},liveobjects
STATIC0312,2024-08-24 02:40:00,20.6,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.43},liveobjects
STATIC0312,2024-08-24 02:50:00,20.3,,,53,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":30.44},liveobjects
STATIC0312,2024-08-24 03:00:00,20.2,,,54,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":30.42},liveobjects
STATIC0312,2024-08-24 03:10:00,20.4,,,53,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.44},liveobjects
STATIC0312,2024-08-24 03:20:00,20.5,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":30.44},liveobjects
STATIC0312,2024-08-24 03:30:00,20.5,,,50,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.42},liveobjects
STATIC0312,2024-08-24 03:40:00,20.3,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":30.43},liveobjects
STATIC0312,2024-08-24 03:50:00,20.3,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":30.43},liveobjects
STATIC0312,2024-08-24 04:00:00,20.1,,,67,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.44},liveobjects
STATIC0312,2024-08-24 04:10:00,19.8,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.42},liveobjects
STATIC0312,2024-08-24 04:20:00,19.5,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":30.42},liveobjects
STATIC0312,2024-08-24 04:30:00,19.3,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":30.43},liveobjects
STATIC0312,2024-08-24 04:40:00,19.2,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":30.42},liveobjects
STATIC0312,2024-08-24 04:50:00,19.3,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":30.4},liveobjects
STATIC0312,2024-08-24 05:00:00,19.4,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":30.43},liveobjects
STATIC0312,2024-08-24 05:10:00,19.4,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":30.41},liveobjects
STATIC0312,2024-08-24 05:20:00,19.4,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":30.42},liveobjects
STATIC0312,2024-08-24 05:30:00,19.5,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":30.42},liveobjects
STATIC0312,2024-08-24 05:40:00,19.5,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.42},liveobjects
STATIC0312,2024-08-24 05:50:00,19.1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":30.42},liveobjects
STATIC0312,2024-08-24 06:00:00,18.6,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":30.42},liveobjects
STATIC0312,2024-08-24 06:10:00,18.5,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":30.4},liveobjects
STATIC0312,2024-08-24 06:20:00,18.7,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":30.42},liveobjects
STATIC0312,2024-08-24 06:30:00,18.4,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.41},liveobjects
STATIC0312,2024-08-24 06:40:00,18.3,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":30.42},liveobjects
STATIC0312,2024-08-24 06:50:00,18.4,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":30.42},liveobjects
STATIC0312,2024-08-24 07:00:00,18.3,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":30.42},liveobjects
STATIC0312,2024-08-24 07:10:00,18.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":30.42},liveobjects
STATIC0312,2024-08-24 07:20:00,18.6,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":30.41},liveobjects
STATIC0312,2024-08-24 07:30:00,18.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":30.42},liveobjects
STATIC0312,2024-08-24 07:40:00,19,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":30.41},liveobjects
STATIC0312,2024-08-24 07:50:00,19.5,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":30.42},liveobjects
STATIC0312,2024-08-24 08:00:00,19.8,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":30.41},liveobjects
STATIC0312,2024-08-24 08:10:00,19.8,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":30.43},liveobjects
STATIC0312,2024-08-24 08:20:00,20.4,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":30.43},liveobjects
STATIC0312,2024-08-24 08:30:00,21.3,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":30.44},liveobjects
STATIC0312,2024-08-24 08:40:00,21.9,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":30.44},liveobjects
STATIC0312,2024-08-24 08:50:00,21.7,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":30.44},liveobjects
STATIC0312,2024-08-24 09:00:00,21.9,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":30.43},liveobjects
STATIC0312,2024-08-24 09:10:00,22.1,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":30.44},liveobjects
STATIC0312,2024-08-24 09:20:00,21.8,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":30.43},liveobjects
STATIC0312,2024-08-24 09:30:00,22.4,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":30.45},liveobjects
STATIC0312,2024-08-24 09:40:00,23.2,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":30.44},liveobjects
STATIC0312,2024-08-24 09:50:00,22.8,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":30.43},liveobjects
STATIC0312,2024-08-24 10:00:00,23.4,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":30.43},liveobjects
STATIC0312,2024-08-24 10:10:00,24.4,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":30.44},liveobjects
STATIC0312,2024-08-24 10:20:00,23.7,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":30.44},liveobjects
STATIC0312,2024-08-24 10:30:00,23.4,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":30.44},liveobjects
STATIC0312,2024-08-24 10:40:00,24.6,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":null,"lon":null,"batt":30.44},liveobjects
STATIC0312,2024-08-24 10:50:00,24.7,,,70,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":30.44},liveobjects
STATIC0312,2024-08-24 11:00:00,25.1,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":30.46},liveobjects
STATIC0312,2024-08-24 11:10:00,24.8,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":null,"lon":null,"batt":30.43},liveobjects
STATIC0312,2024-08-24 11:20:00,24.8,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":30.45},liveobjects
STATIC0312,2024-08-24 11:30:00,24.4,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":30.45},liveobjects
STATIC0312,2024-08-24 11:40:00,24.9,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":30.43},liveobjects
STATIC0312,2024-08-24 11:50:00,25,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":30.43},liveobjects
STATIC0312,2024-08-24 12:00:00,25.5,,,67,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":30.45},liveobjects
STATIC0312,2024-08-24 12:10:00,25.9,,,66,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":30.45},liveobjects
STATIC0312,2024-08-24 12:20:00,26.2,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":30.47},liveobjects
STATIC0312,2024-08-24 12:30:00,26.7,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":30.45},liveobjects
STATIC0312,2024-08-24 12:40:00,26.9,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":30.46},liveobjects
STATIC0312,2024-08-24 12:50:00,26.8,,,59,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.45},liveobjects
STATIC0312,2024-08-24 13:00:00,27,,,60,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.47},liveobjects
STATIC0312,2024-08-24 13:10:00,27.4,,,60,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":30.46},liveobjects
STATIC0312,2024-08-24 13:20:00,27.3,,,60,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.46},liveobjects
STATIC0312,2024-08-24 13:30:00,26.8,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":30.47},liveobjects
STATIC0312,2024-08-24 13:40:00,27.1,,,60,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.47},liveobjects
STATIC0312,2024-08-24 13:50:00,26.4,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":30.46},liveobjects
STATIC0312,2024-08-24 14:00:00,26.6,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":30.46},liveobjects
STATIC0312,2024-08-24 14:10:00,26.3,,,60,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":30.46},liveobjects
STATIC0312,2024-08-24 14:20:00,26.1,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.46},liveobjects
STATIC0312,2024-08-24 14:30:00,26.5,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":30.47},liveobjects
STATIC0312,2024-08-24 14:40:00,26.8,,,60,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":30.48},liveobjects
STATIC0312,2024-08-24 14:50:00,27.1,,,60,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.47},liveobjects
STATIC0312,2024-08-24 15:00:00,26.5,,,60,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.47},liveobjects
STATIC0312,2024-08-24 15:10:00,26.4,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.47},liveobjects
STATIC0312,2024-08-24 15:20:00,26.6,,,59,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.46},liveobjects
STATIC0312,2024-08-24 15:30:00,26.2,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.47},liveobjects
STATIC0312,2024-08-24 15:40:00,26.3,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.46},liveobjects
STATIC0312,2024-08-24 15:50:00,26.5,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.47},liveobjects
STATIC0312,2024-08-24 16:00:00,26.5,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.47},liveobjects
STATIC0312,2024-08-24 16:10:00,26.1,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":30.46},liveobjects
STATIC0312,2024-08-24 16:20:00,25.4,,,64,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.45},liveobjects
STATIC0312,2024-08-24 16:30:00,25.2,,,66,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.46},liveobjects
STATIC0312,2024-08-24 16:40:00,24.6,,,67,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.45},liveobjects
STATIC0312,2024-08-24 16:50:00,23.7,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.45},liveobjects
STATIC0312,2024-08-24 17:00:00,23.1,,,72,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":30.44},liveobjects
STATIC0312,2024-08-24 17:10:00,22.8,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":30.45},liveobjects
STATIC0312,2024-08-24 17:20:00,22.7,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":30.43},liveobjects
STATIC0312,2024-08-24 17:30:00,22.5,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.44},liveobjects
STATIC0312,2024-08-24 17:40:00,22.2,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.45},liveobjects
STATIC0312,2024-08-24 17:50:00,21.9,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.45},liveobjects
STATIC0312,2024-08-24 18:00:00,21.7,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":30.44},liveobjects
STATIC0312,2024-08-24 18:10:00,21.5,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":30.43},liveobjects
STATIC0312,2024-08-24 18:20:00,21.2,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.45},liveobjects
STATIC0312,2024-08-24 18:30:00,20.9,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":30.43},liveobjects
