station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,pluie_cumul_0h,pluie_intensite,pluie_intensite_max_1h,uv,uv_index,ensoleillement,temperature_sol,temps_omm,complements,source
000VQ,2023-05-30 15:50:00,23,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.36501,"lon":4.535832},liveobjects
000VQ,2023-05-30 16:00:00,22.9,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.36511,"lon":4.535821},liveobjects
000VQ,2023-05-30 16:10:00,22.4,,,59,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.36521,"lon":4.535809},liveobjects
000VQ,2023-05-30 16:20:00,22,,,59,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
000VQ,2023-05-30 16:30:00,21.6,,,59,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-05-30 16:40:00,21.3,,,59,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.36531,"lon":4.535798},liveobjects
000VQ,2023-05-30 16:50:00,21.1,,,59,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.36541,"lon":4.535787},liveobjects
000VQ,2023-05-30 17:00:00,21.1,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.36551,"lon":4.535775},liveobjects
000VQ,2023-05-30 17:10:00,21.4,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.36561,"lon":4.535764},liveobjects
000VQ,2023-05-30 17:20:00,21.4,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.36571,"lon":4.535753},liveobjects
000VQ,2023-05-30 17:30:00,21.4,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-05-30 17:40:00,21.6,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.36581,"lon":4.535741},liveobjects
000VQ,2023-05-30 17:50:00,22.1,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.36591,"lon":4.53573},liveobjects
000VQ,2023-05-30 18:00:00,22,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.36601,"lon":4.535719},liveobjects
000VQ,2023-05-30 18:10:00,21.6,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.366108,"lon":4.535708},liveobjects
000VQ,2023-05-30 18:20:00,21.2,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.366207,"lon":4.535696},liveobjects
000VQ,2023-05-30 18:30:00,20.8,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.366306,"lon":4.535685},liveobjects
000VQ,2023-05-30 18:40:00,20.4,,,59,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.366405,"lon":4.535674},liveobjects
000VQ,2023-05-30 18:50:00,20,,,60,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.366505,"lon":4.535663},liveobjects
000VQ,2023-05-30 19:00:00,19.7,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.366604,"lon":4.535651},liveobjects
000VQ,2023-05-30 19:10:00,19.5,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.366875,"lon":4.535515},liveobjects
000VQ,2023-05-30 19:20:00,19.3,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.366974,"lon":4.535504},liveobjects
000VQ,2023-05-30 19:30:00,19.2,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.367073,"lon":4.535493},liveobjects
000VQ,2023-05-30 19:40:00,19,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.367138,"lon":4.535464},liveobjects
000VQ,2023-05-30 19:50:00,18.7,,,64,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-05-30 20:00:00,17.5,,,66,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
000VQ,2023-05-30 20:10:00,16,,,67,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.367237,"lon":4.535453},liveobjects
000VQ,2023-05-30 20:20:00,16.2,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.367336,"lon":4.535442},liveobjects
000VQ,2023-05-30 20:30:00,15.8,,,70,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
000VQ,2023-05-30 20:40:00,16.4,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.36743,"lon":4.535431},liveobjects
000VQ,2023-05-30 20:50:00,16.6,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.367523,"lon":4.535381},liveobjects
000VQ,2023-05-30 21:00:00,15.5,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.367622,"lon":4.53537},liveobjects
000VQ,2023-05-30 21:10:00,15.1,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.36772,"lon":4.535358},liveobjects
000VQ,2023-05-30 21:20:00,14.7,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.36782,"lon":4.535347},liveobjects
000VQ,2023-05-30 21:30:00,14.5,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.367916,"lon":4.535336},liveobjects
000VQ,2023-05-30 21:40:00,14.4,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.368015,"lon":4.535325},liveobjects
000VQ,2023-05-30 21:50:00,14.4,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.368114,"lon":4.535314},liveobjects
000VQ,2023-05-30 22:00:00,14.4,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.368214,"lon":4.535303},liveobjects
000VQ,2023-05-30 22:10:00,14.2,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.3684,"lon":4.535242},liveobjects
000VQ,2023-05-30 22:20:00,14.3,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null},liveobjects
000VQ,2023-05-30 22:30:00,14.7,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.3685,"lon":4.535231},liveobjects
000VQ,2023-05-30 22:40:00,15.3,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.3686,"lon":4.53522},liveobjects
000VQ,2023-05-30 22:50:00,15.4,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.368694,"lon":4.535209},liveobjects
000VQ,2023-05-30 23:00:00,15.5,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.368793,"lon":4.535198},liveobjects
000VQ,2023-05-30 23:10:00,15.4,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.368893,"lon":4.535187},liveobjects
000VQ,2023-05-30 23:20:00,14.6,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.368988,"lon":4.535176},liveobjects
000VQ,2023-05-30 23:30:00,14.3,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.369087,"lon":4.535165},liveobjects
000VQ,2023-05-30 23:40:00,14.2,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.369186,"lon":4.535154},liveobjects
000VQ,2023-05-30 23:50:00,14.1,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.36928,"lon":4.535143},liveobjects
000VQ,2023-05-31 00:00:00,13.9,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.36938,"lon":4.535132},liveobjects
000VQ,2023-05-31 00:10:00,13.7,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.369476,"lon":4.535121},liveobjects
000VQ,2023-05-31 00:20:00,13.8,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.369663,"lon":4.53506},liveobjects
000VQ,2023-05-31 00:30:00,14.1,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.369762,"lon":4.535049},liveobjects
000VQ,2023-05-31 00:40:00,14.4,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.36995,"lon":4.534989},liveobjects
000VQ,2023-05-31 00:50:00,14.4,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.370045,"lon":4.534978},liveobjects
000VQ,2023-05-31 01:00:00,14.5,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.37023,"lon":4.534918},liveobjects
000VQ,2023-05-31 01:10:00,14.8,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.37042,"lon":4.534857},liveobjects
000VQ,2023-05-31 01:20:00,15.1,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.370605,"lon":4.534797},liveobjects
000VQ,2023-05-31 01:30:00,15.4,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.370792,"lon":4.534737},liveobjects
000VQ,2023-05-31 01:40:00,15.2,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.370888,"lon":4.534726},liveobjects
000VQ,2023-05-31 01:50:00,15.2,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.371075,"lon":4.534666},liveobjects
000VQ,2023-05-31 02:00:00,15.2,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.371258,"lon":4.534606},liveobjects
000VQ,2023-05-31 02:10:00,15.3,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.371445,"lon":4.534546},liveobjects
000VQ,2023-05-31 02:20:00,15.5,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.37154,"lon":4.534535},liveobjects
000VQ,2023-05-31 02:30:00,15.6,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.371628,"lon":4.534486},liveobjects
000VQ,2023-05-31 02:40:00,15.6,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.37172,"lon":4.534437},liveobjects
000VQ,2023-05-31 02:50:00,15.2,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.371807,"lon":4.534388},liveobjects
000VQ,2023-05-31 03:00:00,14.8,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.37199,"lon":4.534328},liveobjects
000VQ,2023-05-31 03:10:00,14.6,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.37208,"lon":4.534279},liveobjects
000VQ,2023-05-31 03:20:00,14.6,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.372265,"lon":4.53422},liveobjects
000VQ,2023-05-31 03:30:00,14.5,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.372448,"lon":4.53416},liveobjects
000VQ,2023-05-31 03:40:00,14.6,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.37263,"lon":4.534101},liveobjects
000VQ,2023-05-31 03:50:00,14.4,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.372814,"lon":4.534042},liveobjects
000VQ,2023-05-31 04:00:00,14.3,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.372963,"lon":4.533965},liveobjects
000VQ,2023-05-31 04:10:00,14.3,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.373146,"lon":4.533906},liveobjects
000VQ,2023-05-31 04:20:00,14.2,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.37333,"lon":4.533847},liveobjects
000VQ,2023-05-31 04:30:00,14.4,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.373585,"lon":4.533721},liveobjects
000VQ,2023-05-31 04:40:00,14.6,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.37368,"lon":4.53371},liveobjects
000VQ,2023-05-31 04:50:00,14.9,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.373863,"lon":4.533651},liveobjects
000VQ,2023-05-31 05:00:00,14.9,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-05-31 05:10:00,14.9,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.374043,"lon":4.533592},liveobjects
000VQ,2023-05-31 05:20:00,15,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.374226,"lon":4.533534},liveobjects
000VQ,2023-05-31 05:30:00,15.1,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.37441,"lon":4.533475},liveobjects
000VQ,2023-05-31 05:40:00,15,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.3745,"lon":4.533464},liveobjects
000VQ,2023-05-31 05:50:00,15.5,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.374683,"lon":4.533406},liveobjects
000VQ,2023-05-31 06:00:00,15.4,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.37477,"lon":4.533358},liveobjects
000VQ,2023-05-31 06:10:00,15.6,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.37495,"lon":4.533299},liveobjects
000VQ,2023-05-31 06:20:00,15.9,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.375134,"lon":4.53324},liveobjects
000VQ,2023-05-31 06:30:00,16.5,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.37523,"lon":4.53323},liveobjects
000VQ,2023-05-31 06:40:00,16.8,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.37541,"lon":4.533172},liveobjects
000VQ,2023-05-31 06:50:00,17,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.375504,"lon":4.533162},liveobjects
000VQ,2023-05-31 07:00:00,16.9,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
000VQ,2023-05-31 07:10:00,17.1,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.375587,"lon":4.533114},liveobjects
000VQ,2023-05-31 07:20:00,17.1,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.375675,"lon":4.533065},liveobjects
000VQ,2023-05-31 07:30:00,16.3,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.375854,"lon":4.533007},liveobjects
000VQ,2023-05-31 07:40:00,16.1,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
000VQ,2023-05-31 07:50:00,15.9,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
000VQ,2023-05-31 08:00:00,15.8,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
000VQ,2023-05-31 08:10:00,16.1,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-05-31 08:20:00,16.4,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.37595,"lon":4.532997},liveobjects
000VQ,2023-05-31 08:30:00,17.5,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.37604,"lon":4.532987},liveobjects
000VQ,2023-05-31 08:40:00,18.6,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-05-31 08:50:00,19,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.376137,"lon":4.532977},liveobjects
000VQ,2023-05-31 09:00:00,19.7,,,72,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.37623,"lon":4.532967},liveobjects
000VQ,2023-05-31 09:10:00,19.7,,,70,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.376324,"lon":4.532956},liveobjects
000VQ,2023-05-31 09:20:00,20.3,,,70,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.376415,"lon":4.532946},liveobjects
000VQ,2023-05-31 09:30:00,20.6,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-05-31 09:40:00,21.5,,,67,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-05-31 09:50:00,21.9,,,66,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.37651,"lon":4.532936},liveobjects
000VQ,2023-05-31 10:00:00,21.8,,,65,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
000VQ,2023-05-31 10:10:00,21.7,,,64,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.37654,"lon":4.532867},liveobjects
000VQ,2023-05-31 10:20:00,21.9,,,64,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.376637,"lon":4.532857},liveobjects
000VQ,2023-05-31 10:30:00,21.9,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
000VQ,2023-05-31 10:40:00,22.2,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.376728,"lon":4.532847},liveobjects
000VQ,2023-05-31 10:50:00,21.6,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.376823,"lon":4.532837},liveobjects
000VQ,2023-05-31 11:00:00,21.8,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.37688,"lon":4.532809},liveobjects
000VQ,2023-05-31 11:10:00,21.8,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.376972,"lon":4.532799},liveobjects
000VQ,2023-05-31 11:20:00,22.1,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
000VQ,2023-05-31 11:30:00,21.5,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.377033,"lon":4.532772},liveobjects
000VQ,2023-05-31 11:40:00,21.5,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.377125,"lon":4.532762},liveobjects
000VQ,2023-05-31 11:50:00,20.7,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.377216,"lon":4.532752},liveobjects
000VQ,2023-05-31 12:00:00,18.4,,,64,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-05-31 12:10:00,17.6,,,66,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.37731,"lon":4.532742},liveobjects
000VQ,2023-05-31 12:20:00,18.3,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
000VQ,2023-05-31 12:30:00,19.8,,,67,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.377403,"lon":4.532732},liveobjects
000VQ,2023-05-31 12:40:00,20,,,67,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.377495,"lon":4.532722},liveobjects
000VQ,2023-05-31 12:50:00,19.8,,,65,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.37759,"lon":4.532712},liveobjects
000VQ,2023-05-31 13:00:00,19.7,,,66,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.377647,"lon":4.532685},liveobjects
000VQ,2023-05-31 13:10:00,18.8,,,65,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.37774,"lon":4.532675},liveobjects
000VQ,2023-05-31 13:20:00,18.2,,,66,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
000VQ,2023-05-31 13:30:00,18.4,,,67,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
000VQ,2023-05-31 13:40:00,17.8,,,67,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.37783,"lon":4.532665},liveobjects
000VQ,2023-05-31 13:50:00,17.2,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.377926,"lon":4.532655},liveobjects
000VQ,2023-05-31 14:00:00,16.9,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.37817,"lon":4.532533},liveobjects
000VQ,2023-05-31 14:10:00,16.8,,,70,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.378227,"lon":4.532506},liveobjects
000VQ,2023-05-31 14:20:00,16.8,,,70,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.37847,"lon":4.532382},liveobjects
000VQ,2023-05-31 14:30:00,16.8,,,70,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.378563,"lon":4.532372},liveobjects
000VQ,2023-05-31 14:40:00,16.9,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null},liveobjects
000VQ,2023-05-31 14:50:00,16.5,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null},liveobjects
000VQ,2023-05-31 15:00:00,16.2,,,70,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null},liveobjects
000VQ,2023-05-31 15:10:00,15.5,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null},liveobjects
000VQ,2023-05-31 15:20:00,14.6,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.378654,"lon":4.532363},liveobjects
000VQ,2023-05-31 15:30:00,14.1,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null},liveobjects
000VQ,2023-05-31 15:40:00,14,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.37875,"lon":4.532353},liveobjects
000VQ,2023-05-31 15:50:00,13.9,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.37884,"lon":4.532343},liveobjects
000VQ,2023-05-31 16:00:00,13.8,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.378933,"lon":4.532333},liveobjects
000VQ,2023-05-31 16:10:00,13.7,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.379025,"lon":4.532323},liveobjects
000VQ,2023-05-31 16:20:00,13.8,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null},liveobjects
000VQ,2023-05-31 16:30:00,14.1,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.379116,"lon":4.532313},liveobjects
000VQ,2023-05-31 16:40:00,14.1,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.379208,"lon":4.532303},liveobjects
000VQ,2023-05-31 16:50:00,14.3,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.379456,"lon":4.532177},liveobjects
000VQ,2023-05-31 17:00:00,14.6,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null},liveobjects
000VQ,2023-05-31 17:10:00,14.7,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.379547,"lon":4.532167},liveobjects
000VQ,2023-05-31 17:20:00,14.8,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.37964,"lon":4.532157},liveobjects
000VQ,2023-05-31 17:30:00,14.7,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.37973,"lon":4.532147},liveobjects
000VQ,2023-05-31 17:40:00,14.7,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null},liveobjects
000VQ,2023-05-31 17:50:00,14.9,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.380054,"lon":4.531964},liveobjects
000VQ,2023-05-31 18:00:00,14.9,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.380142,"lon":4.531954},liveobjects
000VQ,2023-05-31 18:10:00,14.8,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.380234,"lon":4.531944},liveobjects
000VQ,2023-05-31 18:20:00,15,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null},liveobjects
000VQ,2023-05-31 18:30:00,15,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.380325,"lon":4.531935},liveobjects
000VQ,2023-05-31 18:40:00,14.9,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.380417,"lon":4.531925},liveobjects
000VQ,2023-05-31 18:50:00,14.8,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.38051,"lon":4.531915},liveobjects
000VQ,2023-05-31 19:00:00,14.6,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.3806,"lon":4.531906},liveobjects
000VQ,2023-05-31 19:10:00,14.3,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.38069,"lon":4.531896},liveobjects
000VQ,2023-05-31 19:20:00,14,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
000VQ,2023-05-31 19:30:00,14.3,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.38078,"lon":4.531886},liveobjects
000VQ,2023-05-31 19:40:00,14.3,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.38087,"lon":4.531877},liveobjects
000VQ,2023-05-31 19:50:00,14.5,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.380962,"lon":4.531867},liveobjects
000VQ,2023-05-31 20:00:00,14.6,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.38102,"lon":4.53184},liveobjects
000VQ,2023-05-31 20:10:00,14.6,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.381107,"lon":4.531831},liveobjects
000VQ,2023-05-31 20:20:00,14.3,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.3812,"lon":4.531821},liveobjects
000VQ,2023-05-31 20:30:00,14.1,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.381283,"lon":4.531774},liveobjects
000VQ,2023-05-31 20:40:00,13.9,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-05-31 20:50:00,14.2,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.381374,"lon":4.531765},liveobjects
