station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,pluie_cumul_0h,pluie_intensite,pluie_intensite_max_1h,uv,uv_index,ensoleillement,temperature_sol,temps_omm,complements,source
000VQ,2023-09-01 11:50:00,23,,,59,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 12:00:00,23,,,59,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.65939,"lon":4.478983},liveobjects
000VQ,2023-09-01 12:10:00,23.1,,,59,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.659393,"lon":4.478985},liveobjects
000VQ,2023-09-01 12:20:00,23.6,,,59,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 12:30:00,23.7,,,59,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.659397,"lon":4.478987},liveobjects
000VQ,2023-09-01 12:40:00,23.7,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.659405,"lon":4.478939},liveobjects
000VQ,2023-09-01 12:50:00,24.1,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.659412,"lon":4.478941},liveobjects
000VQ,2023-09-01 13:00:00,24.3,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 13:10:00,24.4,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 13:20:00,24.6,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.659416,"lon":4.478943},liveobjects
000VQ,2023-09-01 13:30:00,24.4,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.659424,"lon":4.478945},liveobjects
000VQ,2023-09-01 13:40:00,24.6,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.659428,"lon":4.478946},liveobjects
000VQ,2023-09-01 13:50:00,24.5,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 14:00:00,24.3,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 14:10:00,24.1,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 14:20:00,23.8,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.659435,"lon":4.478948},liveobjects
000VQ,2023-09-01 14:30:00,24.4,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.65944,"lon":4.47895},liveobjects
000VQ,2023-09-01 14:40:00,24.3,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.659447,"lon":4.478952},liveobjects
000VQ,2023-09-01 14:50:00,24.3,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 15:00:00,24.2,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 15:10:00,24.4,,,55,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.65945,"lon":4.478954},liveobjects
000VQ,2023-09-01 15:20:00,24.1,,,55,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 15:30:00,24.2,,,55,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 15:40:00,24,,,54,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.65946,"lon":4.478956},liveobjects
000VQ,2023-09-01 15:50:00,23.8,,,55,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.659447,"lon":4.478951},liveobjects
000VQ,2023-09-01 16:00:00,23.6,,,55,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.659416,"lon":4.478929},liveobjects
000VQ,2023-09-01 16:10:00,23.6,,,55,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 16:20:00,23.2,,,54,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 16:30:00,23,,,55,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 16:40:00,22.9,,,55,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 16:50:00,22.7,,,55,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 17:00:00,22.5,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.659424,"lon":4.478931},liveobjects
000VQ,2023-09-01 17:10:00,22.3,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.659416,"lon":4.478926},liveobjects
000VQ,2023-09-01 17:20:00,21.9,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 17:30:00,21.5,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 17:40:00,21,,,59,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 17:50:00,20.9,,,60,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 18:00:00,20.5,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 18:10:00,20,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.65942,"lon":4.478928},liveobjects
000VQ,2023-09-01 18:20:00,19.5,,,66,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.659428,"lon":4.47893},liveobjects
000VQ,2023-09-01 18:30:00,19.1,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 18:40:00,18.8,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 18:50:00,18.6,,,72,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.65943,"lon":4.478932},liveobjects
000VQ,2023-09-01 19:00:00,18.3,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.65944,"lon":4.478934},liveobjects
000VQ,2023-09-01 19:10:00,18.1,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 19:20:00,17.9,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.659443,"lon":4.478936},liveobjects
000VQ,2023-09-01 19:30:00,17.8,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.65945,"lon":4.478938},liveobjects
000VQ,2023-09-01 19:40:00,17.7,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.659454,"lon":4.478939},liveobjects
000VQ,2023-09-01 19:50:00,17.6,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 20:00:00,17.4,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 20:10:00,17.4,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 20:20:00,17.3,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.65946,"lon":4.478941},liveobjects
000VQ,2023-09-01 20:30:00,17.2,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.659466,"lon":4.478943},liveobjects
000VQ,2023-09-01 20:40:00,17.1,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 20:50:00,17.2,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 21:00:00,17.2,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.659473,"lon":4.478945},liveobjects
000VQ,2023-09-01 21:10:00,17.3,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.659477,"lon":4.478947},liveobjects
000VQ,2023-09-01 21:20:00,17.2,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.659485,"lon":4.478949},liveobjects
000VQ,2023-09-01 21:30:00,17.1,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 21:40:00,17.1,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.659492,"lon":4.478938},liveobjects
000VQ,2023-09-01 21:50:00,17,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.659496,"lon":4.478891},liveobjects
000VQ,2023-09-01 22:00:00,16.9,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.65947,"lon":4.478866},liveobjects
000VQ,2023-09-01 22:10:00,16.9,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 22:20:00,16.8,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.659473,"lon":4.478868},liveobjects
000VQ,2023-09-01 22:30:00,16.7,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.65948,"lon":4.47887},liveobjects
000VQ,2023-09-01 22:40:00,16.7,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 22:50:00,16.6,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.65945,"lon":4.478845},liveobjects
000VQ,2023-09-01 23:00:00,16.5,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.65946,"lon":4.478847},liveobjects
000VQ,2023-09-01 23:10:00,16.5,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 23:20:00,16.3,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.659462,"lon":4.478849},liveobjects
000VQ,2023-09-01 23:30:00,16.2,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.65947,"lon":4.478851},liveobjects
000VQ,2023-09-01 23:40:00,16.2,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null},liveobjects
000VQ,2023-09-01 23:50:00,16,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.659473,"lon":4.478839},liveobjects
000VQ,2023-09-02 00:00:00,16,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.659477,"lon":4.478841},liveobjects
000VQ,2023-09-02 00:10:00,16,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.65945,"lon":4.478816},liveobjects
000VQ,2023-09-02 00:20:00,16,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.659454,"lon":4.478818},liveobjects
000VQ,2023-09-02 00:30:00,16,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.659428,"lon":4.478795},liveobjects
000VQ,2023-09-02 00:40:00,15.9,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.65943,"lon":4.478797},liveobjects
000VQ,2023-09-02 00:50:00,16,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 01:00:00,15.9,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.659435,"lon":4.478799},liveobjects
000VQ,2023-09-02 01:10:00,15.9,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.659443,"lon":4.478801},liveobjects
000VQ,2023-09-02 01:20:00,16.1,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.659447,"lon":4.478803},liveobjects
000VQ,2023-09-02 01:30:00,16.3,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 01:40:00,16.3,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 01:50:00,16.4,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 02:00:00,16.4,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.659454,"lon":4.478805},liveobjects
000VQ,2023-09-02 02:10:00,16.4,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 02:20:00,16.5,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.659462,"lon":4.478794},liveobjects
000VQ,2023-09-02 02:30:00,16.4,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 02:40:00,16.4,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.65947,"lon":4.478796},liveobjects
000VQ,2023-09-02 02:50:00,16.5,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.65944,"lon":4.478773},liveobjects
000VQ,2023-09-02 03:00:00,16.5,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 03:10:00,16.4,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 03:20:00,16.3,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 03:30:00,16.4,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.659443,"lon":4.478775},liveobjects
000VQ,2023-09-02 03:40:00,16.3,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 03:50:00,16.1,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.659412,"lon":4.478753},liveobjects
000VQ,2023-09-02 04:00:00,15.9,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 04:10:00,15.9,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.659416,"lon":4.478741},liveobjects
000VQ,2023-09-02 04:20:00,15.8,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.659424,"lon":4.478743},liveobjects
000VQ,2023-09-02 04:30:00,15.7,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.659428,"lon":4.478745},liveobjects
000VQ,2023-09-02 04:40:00,15.7,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.659397,"lon":4.478722},liveobjects
000VQ,2023-09-02 04:50:00,15.8,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.65937,"lon":4.478699},liveobjects
000VQ,2023-09-02 05:00:00,15.7,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.659363,"lon":4.478695},liveobjects
000VQ,2023-09-02 05:10:00,15.8,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.65937,"lon":4.478647},liveobjects
000VQ,2023-09-02 05:20:00,15.8,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.659374,"lon":4.478648},liveobjects
000VQ,2023-09-02 05:30:00,15.7,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 05:40:00,15.6,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.659367,"lon":4.478644},liveobjects
000VQ,2023-09-02 05:50:00,15.7,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.65937,"lon":4.478646},liveobjects
000VQ,2023-09-02 06:00:00,15.7,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.659378,"lon":4.478648},liveobjects
000VQ,2023-09-02 06:10:00,15.8,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.659348,"lon":4.478624},liveobjects
000VQ,2023-09-02 06:20:00,15.9,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.659355,"lon":4.478626},liveobjects
000VQ,2023-09-02 06:30:00,16,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.65936,"lon":4.478579},liveobjects
000VQ,2023-09-02 06:40:00,16.3,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.659367,"lon":4.478581},liveobjects
000VQ,2023-09-02 06:50:00,16.4,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.65937,"lon":4.478583},liveobjects
000VQ,2023-09-02 07:00:00,16.5,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.659378,"lon":4.478585},liveobjects
000VQ,2023-09-02 07:10:00,16.7,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 07:20:00,16.9,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.65936,"lon":4.478564},liveobjects
000VQ,2023-09-02 07:30:00,17.1,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.659363,"lon":4.478566},liveobjects
000VQ,2023-09-02 07:40:00,17.4,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 07:50:00,17.7,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 08:00:00,17.9,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 08:10:00,17.5,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.65937,"lon":4.478568},liveobjects
000VQ,2023-09-02 08:20:00,17.3,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.659374,"lon":4.47857},liveobjects
000VQ,2023-09-02 08:30:00,17.4,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.65938,"lon":4.478572},liveobjects
000VQ,2023-09-02 08:40:00,17.7,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 08:50:00,18.6,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 09:00:00,19.4,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 09:10:00,19.7,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.659386,"lon":4.478574},liveobjects
000VQ,2023-09-02 09:20:00,19.6,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 09:30:00,20,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 09:40:00,20.2,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.659393,"lon":4.478576},liveobjects
000VQ,2023-09-02 09:50:00,21.1,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.659397,"lon":4.478578},liveobjects
000VQ,2023-09-02 10:00:00,21.9,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.65939,"lon":4.478573},liveobjects
000VQ,2023-09-02 10:10:00,21.7,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.659393,"lon":4.478575},liveobjects
000VQ,2023-09-02 10:20:00,21.5,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.6594,"lon":4.478577},liveobjects
000VQ,2023-09-02 10:30:00,22.2,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 10:40:00,22.5,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.659405,"lon":4.478579},liveobjects
000VQ,2023-09-02 10:50:00,22.8,,,72,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.659412,"lon":4.478581},liveobjects
000VQ,2023-09-02 11:00:00,23,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 11:10:00,23.2,,,70,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.659416,"lon":4.478583},liveobjects
000VQ,2023-09-02 11:20:00,23.1,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.659424,"lon":4.478585},liveobjects
000VQ,2023-09-02 11:30:00,22.9,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 11:40:00,23.2,,,67,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 11:50:00,23.6,,,66,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.659428,"lon":4.478586},liveobjects
000VQ,2023-09-02 12:00:00,23.9,,,65,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.659435,"lon":4.478588},liveobjects
000VQ,2023-09-02 12:10:00,23.8,,,65,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.65944,"lon":4.47859},liveobjects
000VQ,2023-09-02 12:20:00,23.8,,,64,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 12:30:00,23.9,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.659447,"lon":4.478592},liveobjects
000VQ,2023-09-02 12:40:00,23.8,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.65941,"lon":4.478608},liveobjects
000VQ,2023-09-02 12:50:00,23.8,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 13:00:00,24.6,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 13:10:00,25.1,,,60,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.65942,"lon":4.478647},liveobjects
000VQ,2023-09-02 13:20:00,25,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.659424,"lon":4.478649},liveobjects
000VQ,2023-09-02 13:30:00,25.1,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.65943,"lon":4.478651},liveobjects
000VQ,2023-09-02 13:40:00,25.1,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 13:50:00,25.4,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 14:00:00,24.9,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.659424,"lon":4.478646},liveobjects
000VQ,2023-09-02 14:10:00,25.1,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.65943,"lon":4.478636},liveobjects
000VQ,2023-09-02 14:20:00,25.2,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 14:30:00,24.6,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 14:40:00,23.8,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.659435,"lon":4.478638},liveobjects
000VQ,2023-09-02 14:50:00,23.8,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 15:00:00,24.7,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 15:10:00,25.2,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 15:20:00,25.2,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.659443,"lon":4.478591},liveobjects
000VQ,2023-09-02 15:30:00,24.2,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.659447,"lon":4.478593},liveobjects
000VQ,2023-09-02 15:40:00,24.5,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 15:50:00,25.1,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.65945,"lon":4.478594},liveobjects
000VQ,2023-09-02 16:00:00,25.2,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 16:10:00,24.5,,,55,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 16:20:00,24.8,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.65946,"lon":4.478596},liveobjects
000VQ,2023-09-02 16:30:00,24.6,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.65943,"lon":4.478572},liveobjects
000VQ,2023-09-02 16:40:00,24.2,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null},liveobjects
000VQ,2023-09-02 16:50:00,23.8,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.659435,"lon":4.478574},liveobjects
000VQ,2023-09-02 17:00:00,23.8,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.659443,"lon":4.478576},liveobjects
000VQ,2023-09-02 17:10:00,23.6,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.659412,"lon":4.478555},liveobjects
000VQ,2023-09-02 17:20:00,23.2,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.659416,"lon":4.478557},liveobjects
