station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,pluie_cumul_0h,pluie_intensite,pluie_intensite_max_1h,uv,uv_index,ensoleillement,temperature_sol,temps_omm,complements,source
000UO,2024-12-28 10:40:00,-2.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-28 10:50:00,-2.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-28 11:00:00,-2.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-28 11:10:00,-2.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-28 11:20:00,-1.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 11:30:00,-1.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-28 11:40:00,-1.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-28 11:50:00,-1.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-28 12:00:00,-1.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-28 12:10:00,-1.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-28 12:20:00,-1.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-28 12:30:00,-1.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-28 12:40:00,-1.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-28 12:50:00,-0.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-28 13:00:00,-0.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-28 13:10:00,-0.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-28 13:20:00,0,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-28 13:30:00,0.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-28 13:40:00,0.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-28 13:50:00,-0.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-28 14:00:00,-0.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-28 14:10:00,-0.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-28 14:20:00,-0.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-28 14:30:00,-0.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-28 14:40:00,-0.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 14:50:00,-0.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-28 15:00:00,-1.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-28 15:10:00,-1.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 15:20:00,-1.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 15:30:00,-1.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 16:10:00,-1.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 16:20:00,-1.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 16:30:00,-1.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 16:50:00,-2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-28 17:00:00,-2.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 17:10:00,-2.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 17:20:00,-2.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 17:30:00,-2.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 17:40:00,-2.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 17:50:00,-2.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 18:00:00,-2.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 18:10:00,-2.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 18:20:00,-2.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 18:30:00,-3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 18:40:00,-3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 18:50:00,-3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 19:00:00,-2.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 19:10:00,-2.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 19:20:00,-3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-28 19:30:00,-3.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 19:40:00,-3.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 20:00:00,-3.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 20:10:00,-3.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 20:20:00,-3.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 20:30:00,-3.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 20:40:00,-3.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 20:50:00,-3.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 21:00:00,-3.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 21:10:00,-3.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 21:20:00,-3.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 21:30:00,-3.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 21:40:00,-3.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 21:50:00,-3.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 22:10:00,-3.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 22:20:00,-3.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 22:30:00,-3.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 22:40:00,-3.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 22:50:00,-3.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 23:00:00,-3.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 23:10:00,-3.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 23:20:00,-3.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 23:30:00,-3.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 23:40:00,-3.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 23:50:00,-3.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 00:00:00,-3.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 00:10:00,-3.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 00:20:00,-3.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-29 00:30:00,-3.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 00:40:00,-3.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 00:50:00,-3.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 01:00:00,-3.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 01:10:00,-3.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 01:20:00,-4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 01:30:00,-4.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 01:40:00,-4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 01:50:00,-4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 02:00:00,-4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 02:10:00,-4.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 02:20:00,-4.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 02:40:00,-4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 02:50:00,-3.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 03:00:00,-3.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 03:10:00,-3.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 03:50:00,-4.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 04:00:00,-4.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 04:10:00,-4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 04:20:00,-4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 04:30:00,-3.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 04:40:00,-4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 04:50:00,-3.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 05:00:00,-3.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 05:10:00,-3.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 05:20:00,-3.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 05:30:00,-3.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 05:40:00,-4.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 05:50:00,-4.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 06:00:00,-4.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 06:10:00,-4.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 06:20:00,-4.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.85},liveobjects
000UO,2024-12-29 06:30:00,-4.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 06:40:00,-4.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 06:50:00,-4.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 07:00:00,-4.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 07:10:00,-4.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 07:30:00,-4.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 07:40:00,-4.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 07:50:00,-3.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 08:00:00,-3.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 08:10:00,-3.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 08:20:00,-3.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 08:30:00,-3.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 08:40:00,-3.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 08:50:00,-3.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 09:00:00,-3.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 09:10:00,-3.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 09:20:00,-3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 09:30:00,-2.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 09:40:00,-2.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 09:50:00,-2.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 10:00:00,-2.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 10:10:00,-2.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 10:20:00,-2.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 10:30:00,-2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 10:40:00,-2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-29 11:00:00,-1.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 11:10:00,-1.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 11:20:00,-1.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 11:30:00,-1.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 11:40:00,-1.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 11:50:00,-1.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-29 12:00:00,-1.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 12:10:00,-1.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 12:20:00,-1.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 12:30:00,-1.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 12:40:00,-1.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 12:50:00,-1.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 13:00:00,-1.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 13:10:00,-1.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-29 13:20:00,-1.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 13:30:00,-1.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 13:40:00,-1.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-29 13:50:00,-1.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 14:00:00,-1.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 14:10:00,-1.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 14:20:00,-1.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 14:30:00,-1.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 14:40:00,-1.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 14:50:00,-1.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-29 15:00:00,-1.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 15:10:00,-1.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 15:20:00,-1.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 15:30:00,-1.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 15:50:00,-1.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 16:00:00,-1.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-29 16:10:00,-1.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 16:20:00,-1.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 16:30:00,-1.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-29 16:40:00,-1.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.88},liveobjects
