station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,pluie_cumul_0h,pluie_intensite,pluie_intensite_max_1h,uv,uv_index,ensoleillement,temperature_sol,temps_omm,complements,source
000UO,2024-12-15 13:00:00,7.4,,,67,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-15 13:10:00,7.2,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-15 13:20:00,7.2,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-15 13:30:00,7.1,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-15 13:40:00,7.1,,,66,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-15 13:50:00,7.3,,,66,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 14:00:00,7.7,,,65,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-15 14:10:00,7.9,,,65,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 14:20:00,7.8,,,64,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 14:50:00,6.5,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 15:00:00,6.2,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-15 15:10:00,6.1,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 15:40:00,5.3,,,72,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 15:50:00,5.2,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 16:00:00,5.4,,,72,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 16:10:00,5.7,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-15 16:20:00,5.9,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-15 16:30:00,6.1,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-15 16:40:00,4.9,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-15 16:50:00,4.6,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 17:00:00,4.4,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 17:10:00,4.2,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-15 17:20:00,4.2,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-15 17:30:00,4.2,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-15 17:40:00,4.2,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 17:50:00,4.3,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 18:00:00,4.4,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 18:10:00,4.6,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 18:20:00,4.7,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 18:30:00,4.6,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-15 18:40:00,4.5,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-122,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 18:50:00,4.5,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-15 19:00:00,4.4,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 19:10:00,4.4,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 19:20:00,4.2,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 19:30:00,4.2,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-15 19:40:00,4.3,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 19:50:00,4.1,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 20:00:00,4,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 20:10:00,3.9,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-15 20:20:00,4,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-15 20:50:00,4.2,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 21:00:00,4.2,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 21:10:00,4.1,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 21:20:00,4.1,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 21:40:00,4,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-15 21:50:00,4,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 22:00:00,4,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 22:10:00,4.1,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-15 22:20:00,4.1,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 22:30:00,4,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-15 22:50:00,3.8,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 23:00:00,4,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 23:10:00,3.9,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 23:20:00,3.9,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-15 23:30:00,3.9,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 23:40:00,3.9,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-15 23:50:00,3.9,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-16 00:00:00,4,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 00:10:00,4,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-16 00:20:00,4,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-16 00:30:00,4,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 00:40:00,4,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 01:00:00,4,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 01:10:00,4,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 01:20:00,4.1,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 01:30:00,4.1,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 01:40:00,4.1,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 01:50:00,4,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 02:00:00,3.9,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 02:10:00,4,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 02:20:00,4,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 02:30:00,4.1,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 02:40:00,4.1,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-16 02:50:00,4.1,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 03:00:00,4.1,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 03:10:00,4.1,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-16 03:20:00,3.8,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 03:30:00,3.5,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-16 03:40:00,3.1,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 03:50:00,2.8,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 04:00:00,2.7,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 04:10:00,2.7,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-16 04:20:00,2.6,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 04:30:00,2.8,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 04:40:00,2.9,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 04:50:00,3,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 05:00:00,3.1,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 05:10:00,3.2,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-16 05:20:00,3.3,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 05:30:00,3.1,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-16 05:40:00,3,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 05:50:00,2.8,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 06:00:00,2.6,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 06:20:00,1.9,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 06:30:00,1.7,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-16 06:40:00,1.4,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-16 06:50:00,1.3,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-16 07:00:00,1.2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-16 07:10:00,1.1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-16 07:20:00,1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-16 07:30:00,1.1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-16 07:50:00,1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-16 08:00:00,1.3,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-16 08:10:00,2.2,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 08:20:00,2.6,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 08:30:00,3.3,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-16 08:40:00,4,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 08:50:00,4.3,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 09:00:00,4.6,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 09:10:00,5,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 09:20:00,5.5,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 09:30:00,6,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-16 09:40:00,6.5,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 09:50:00,7,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 10:00:00,7.4,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 10:10:00,7.6,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 10:20:00,7.9,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 10:30:00,8.3,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 10:40:00,8.4,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-16 10:50:00,8.7,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 11:00:00,8.8,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 11:20:00,9.3,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-16 11:30:00,9.9,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 11:40:00,9.8,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-16 11:50:00,9.9,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-16 12:00:00,9.9,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 12:10:00,10.3,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-16 12:20:00,10.2,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-16 12:30:00,10.6,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-16 12:40:00,11,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.06},liveobjects
000UO,2024-12-16 12:50:00,11,,,72,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 13:00:00,10.9,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 13:10:00,11,,,72,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 13:20:00,11.3,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-16 13:30:00,11.2,,,72,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-16 13:40:00,10.5,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-16 13:50:00,10.2,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-16 14:00:00,9.8,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-16 14:10:00,9.6,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-16 14:20:00,9.4,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-16 14:30:00,9,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-16 14:40:00,8.5,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-16 14:50:00,8,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 15:00:00,7.7,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.06},liveobjects
000UO,2024-12-16 15:10:00,7.3,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 15:20:00,6.9,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-16 15:30:00,6.6,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-16 15:40:00,6.3,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 15:50:00,6,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-16 16:00:00,5.7,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-16 16:10:00,5.5,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-16 16:20:00,5.3,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-16 16:30:00,5,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-16 16:40:00,4.8,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-16 17:10:00,4.2,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 17:20:00,3.7,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-12-16 17:30:00,3.3,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 17:40:00,2.9,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 17:50:00,2.6,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 18:00:00,2.3,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 18:10:00,2,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 18:20:00,1.8,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 18:30:00,1.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 18:40:00,1.6,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 18:50:00,1.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 19:00:00,1.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 19:10:00,1.1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-16 19:20:00,1.1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-16 19:30:00,1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-16 19:40:00,1.1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.98},liveobjects
